tournaments.RoundRobinTournament
AIs
	lightari
	RandomBiasedAI
maps
	/home/nickadkins47/CS4900/CS4900-PA3/maps/bases8x8.xml
iterations	10
maxGameLength	3000
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	1000	1000
preAnalysis	true
fullObservability	true
timeoutCheck	true
runGC	false
iteration	map	ai1	ai2	time	winner	crashed	timedout
0	0	0	1	365	0	-1	-1
0	0	1	0	305	1	-1	-1
1	0	0	1	430	0	-1	-1
1	0	1	0	395	1	-1	-1
2	0	0	1	495	0	-1	-1
2	0	1	0	455	1	-1	-1
3	0	0	1	335	0	-1	-1
3	0	1	0	638	1	-1	-1
4	0	0	1	385	0	-1	-1
4	0	1	0	510	1	-1	-1
5	0	0	1	345	0	-1	-1
5	0	1	0	355	1	-1	-1
6	0	0	1	555	0	-1	-1
6	0	1	0	385	1	-1	-1
7	0	0	1	625	0	-1	-1
7	0	1	0	455	1	-1	-1
8	0	0	1	340	0	-1	-1
8	0	1	0	425	1	-1	-1
9	0	0	1	335	0	-1	-1
9	0	1	0	435	1	-1	-1
Wins:
0	10	
0	0	
Ties:
0	0	
0	0	
Average Game Length:
0.0	421.0	
435.8	0.0	
AI crashes:
0	0	
0	0	
opponent AI crashes:
0	0	
0	0	
AI timeout:
0	0	
0	0	
opponent AI timeout:
0	0	
0	0	
