tournaments.RoundRobinTournament
AIs
	lightari
	AgentP(AStarPathFinding)
	mayari
	WorkerRush(AStarPathFinding)
	CoacAI(AStarPathFinding)
	RandomAI
maps
	/home/nickadkins47/CS4900/CS4900-PA3/maps/16x16/basesWorkers16x16A.xml
iterations	100
maxGameLength	3000
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	1000	1000
preAnalysis	true
fullObservability	true
timeoutCheck	true
runGC	false
iteration	map	ai1	ai2	time	winner	crashed	timedout
23	0	0	4	1671	1	-1	-1
23	0	0	5	907	0	-1	-1
23	0	1	0	565	0	-1	-1
23	0	1	2	950	0	-1	-1
23	0	1	3	1445	1	-1	-1
23	0	1	4	2736	1	-1	-1
23	0	1	5	710	0	-1	-1
23	0	2	0	1288	0	-1	-1
23	0	2	1	1075	1	-1	-1
23	0	2	3	920	0	-1	-1
23	0	2	4	906	1	-1	-1
23	0	2	5	865	0	-1	-1
23	0	3	0	375	0	-1	-1
23	0	3	1	3000	-1	-1	-1
23	0	3	2	1319	1	-1	-1
23	0	3	4	860	1	-1	-1
23	0	3	5	545	0	-1	-1
23	0	4	0	895	0	-1	-1
23	0	4	1	1769	0	-1	-1
23	0	4	2	977	0	-1	-1
23	0	4	3	525	1	-1	-1
23	0	4	5	805	0	-1	-1
23	0	5	0	861	1	-1	-1
23	0	5	1	635	1	-1	-1
23	0	5	2	799	1	-1	-1
23	0	5	3	445	1	-1	-1
23	0	5	4	825	1	-1	-1
24	0	0	1	865	1	-1	-1
24	0	0	2	1918	1	-1	-1
24	0	0	3	425	1	-1	-1
24	0	0	4	907	1	-1	-1
24	0	0	5	842	0	-1	-1
24	0	1	0	525	0	-1	-1
24	0	1	2	815	0	-1	-1
24	0	1	3	1445	1	-1	-1
24	0	1	4	2736	1	-1	-1
24	0	1	5	605	0	-1	-1
24	0	2	0	1231	0	-1	-1
24	0	2	1	1991	0	-1	-1
24	0	2	3	995	0	-1	-1
24	0	2	4	906	1	-1	-1
24	0	2	5	1046	0	-1	-1
24	0	3	0	410	0	-1	-1
24	0	3	1	3000	-1	-1	-1
24	0	3	2	953	1	-1	-1
24	0	3	4	860	1	-1	-1
24	0	3	5	555	0	-1	-1
24	0	4	0	885	0	-1	-1
24	0	4	1	1769	0	-1	-1
24	0	4	2	977	0	-1	-1
24	0	4	3	525	1	-1	-1
24	0	4	5	985	0	-1	-1
24	0	5	0	954	1	-1	-1
24	0	5	1	470	1	-1	-1
24	0	5	2	885	1	-1	-1
24	0	5	3	415	1	-1	-1
24	0	5	4	815	1	-1	-1
25	0	0	1	920	1	-1	-1
25	0	0	2	1923	1	-1	-1
25	0	0	3	400	1	-1	-1
25	0	0	4	1691	1	-1	-1
25	0	0	5	850	0	-1	-1
25	0	1	0	605	0	-1	-1
25	0	1	2	1115	0	-1	-1
25	0	1	3	1445	1	-1	-1
25	0	1	4	2754	1	-1	-1
25	0	1	5	590	0	-1	-1
25	0	2	0	1316	0	-1	-1
25	0	2	1	875	0	-1	-1
25	0	2	3	1040	0	-1	-1
25	0	2	4	906	1	-1	-1
25	0	2	5	945	0	-1	-1
25	0	3	0	380	0	-1	-1
25	0	3	1	3000	-1	-1	-1
25	0	3	2	1215	0	-1	-1
25	0	3	4	860	1	-1	-1
25	0	3	5	440	0	-1	-1
25	0	4	0	895	0	-1	-1
25	0	4	1	1745	0	-1	-1
25	0	4	2	1007	0	-1	-1
25	0	4	3	525	1	-1	-1
25	0	4	5	825	0	-1	-1
25	0	5	0	775	1	-1	-1
25	0	5	1	625	1	-1	-1
25	0	5	2	977	1	-1	-1
25	0	5	3	540	1	-1	-1
25	0	5	4	792	1	-1	-1
26	0	0	1	1090	1	-1	-1
26	0	0	2	1918	1	-1	-1
26	0	0	3	655	1	-1	-1
26	0	0	4	1671	1	-1	-1
26	0	0	5	756	0	-1	-1
26	0	1	0	715	0	-1	-1
26	0	1	2	745	0	-1	-1
26	0	1	3	1445	1	-1	-1
26	0	1	4	2168	1	-1	-1
26	0	1	5	665	0	-1	-1
26	0	2	0	1316	0	-1	-1
26	0	2	1	1991	0	-1	-1
26	0	2	3	910	0	-1	-1
26	0	2	4	906	1	-1	-1
26	0	2	5	981	0	-1	-1
26	0	3	0	445	0	-1	-1
26	0	3	1	3000	-1	-1	-1
26	0	3	2	1115	1	-1	-1
26	0	3	4	860	1	-1	-1
26	0	3	5	480	0	-1	-1
26	0	4	0	895	0	-1	-1
26	0	4	1	1745	0	-1	-1
26	0	4	2	977	0	-1	-1
26	0	4	3	525	1	-1	-1
26	0	4	5	745	0	-1	-1
26	0	5	0	777	1	-1	-1
26	0	5	1	765	1	-1	-1
26	0	5	2	955	1	-1	-1
26	0	5	3	490	1	-1	-1
26	0	5	4	884	1	-1	-1
27	0	0	1	1020	1	-1	-1
27	0	0	2	1913	1	-1	-1
27	0	0	3	390	1	-1	-1
27	0	0	4	1359	1	-1	-1
27	0	0	5	847	0	-1	-1
27	0	1	0	695	0	-1	-1
27	0	1	2	885	0	-1	-1
27	0	1	3	1445	1	-1	-1
27	0	1	4	2168	1	-1	-1
27	0	1	5	665	0	-1	-1
27	0	2	0	1231	0	-1	-1
27	0	2	1	1140	0	-1	-1
27	0	2	3	910	0	-1	-1
27	0	2	4	906	1	-1	-1
27	0	2	5	845	0	-1	-1
27	0	3	0	405	0	-1	-1
27	0	3	1	3000	-1	-1	-1
27	0	3	2	1195	1	-1	-1
27	0	3	4	860	1	-1	-1
27	0	3	5	495	0	-1	-1
27	0	4	0	885	0	-1	-1
27	0	4	1	1745	0	-1	-1
27	0	4	2	1002	0	-1	-1
27	0	4	3	525	1	-1	-1
27	0	4	5	725	0	-1	-1
27	0	5	0	846	1	-1	-1
27	0	5	1	725	1	-1	-1
27	0	5	2	915	1	-1	-1
27	0	5	3	515	1	-1	-1
27	0	5	4	815	1	-1	-1
28	0	0	1	910	1	-1	-1
28	0	0	2	1915	1	-1	-1
28	0	0	3	455	1	-1	-1
28	0	0	4	1691	1	-1	-1
28	0	0	5	815	0	-1	-1
28	0	1	0	745	0	-1	-1
28	0	1	2	1140	0	-1	-1
28	0	1	3	1445	1	-1	-1
28	0	1	4	2168	1	-1	-1
28	0	1	5	725	0	-1	-1
28	0	2	0	1340	0	-1	-1
28	0	2	1	1245	0	-1	-1
28	0	2	3	910	0	-1	-1
28	0	2	4	906	1	-1	-1
28	0	2	5	835	0	-1	-1
28	0	3	0	390	0	-1	-1
28	0	3	1	3000	-1	-1	-1
28	0	3	2	1079	1	-1	-1
28	0	3	4	860	1	-1	-1
28	0	3	5	375	0	-1	-1
28	0	4	0	885	0	-1	-1
28	0	4	1	1745	0	-1	-1
28	0	4	2	977	0	-1	-1
28	0	4	3	525	1	-1	-1
28	0	4	5	785	0	-1	-1
28	0	5	0	737	1	-1	-1
28	0	5	1	725	1	-1	-1
28	0	5	2	893	1	-1	-1
28	0	5	3	470	1	-1	-1
28	0	5	4	859	1	-1	-1
29	0	0	1	945	1	-1	-1
29	0	0	2	1905	1	-1	-1
29	0	0	3	795	1	-1	-1
29	0	0	4	1691	1	-1	-1
29	0	0	5	839	0	-1	-1
29	0	1	0	745	0	-1	-1
29	0	1	2	860	0	-1	-1
29	0	1	3	1445	1	-1	-1
29	0	1	4	2168	1	-1	-1
29	0	1	5	675	0	-1	-1
29	0	2	0	1231	0	-1	-1
29	0	2	1	1495	0	-1	-1
29	0	2	3	910	0	-1	-1
29	0	2	4	906	1	-1	-1
29	0	2	5	865	0	-1	-1
29	0	3	0	385	0	-1	-1
29	0	3	1	3000	-1	-1	-1
29	0	3	2	1071	1	-1	-1
29	0	3	4	860	1	-1	-1
29	0	3	5	555	0	-1	-1
29	0	4	0	895	0	-1	-1
29	0	4	1	1745	0	-1	-1
29	0	4	2	1002	0	-1	-1
29	0	4	3	525	1	-1	-1
29	0	4	5	740	0	-1	-1
29	0	5	0	1010	1	-1	-1
29	0	5	1	490	1	-1	-1
29	0	5	2	876	1	-1	-1
29	0	5	3	365	1	-1	-1
29	0	5	4	895	1	-1	-1
30	0	0	1	948	1	-1	-1
30	0	0	2	1915	1	-1	-1
30	0	0	3	385	1	-1	-1
30	0	0	4	1205	1	-1	-1
30	0	0	5	977	0	-1	-1
30	0	1	0	660	0	-1	-1
30	0	1	2	750	0	-1	-1
30	0	1	3	1445	1	-1	-1
30	0	1	4	2920	1	-1	-1
30	0	1	5	475	0	-1	-1
30	0	2	0	1291	0	-1	-1
30	0	2	1	1363	0	-1	-1
30	0	2	3	910	0	-1	-1
30	0	2	4	906	1	-1	-1
30	0	2	5	895	0	-1	-1
30	0	3	0	405	0	-1	-1
30	0	3	1	3000	-1	-1	-1
30	0	3	2	1001	1	-1	-1
30	0	3	4	860	1	-1	-1
30	0	3	5	515	0	-1	-1
30	0	4	0	895	0	-1	-1
30	0	4	1	1745	0	-1	-1
30	0	4	2	1002	0	-1	-1
30	0	4	3	525	1	-1	-1
30	0	4	5	780	0	-1	-1
30	0	5	0	1083	1	-1	-1
30	0	5	1	755	1	-1	-1
30	0	5	2	975	1	-1	-1
30	0	5	3	595	1	-1	-1
30	0	5	4	808	1	-1	-1
31	0	0	1	1080	1	-1	-1
31	0	0	2	1913	1	-1	-1
31	0	0	3	435	1	-1	-1
31	0	0	4	1671	1	-1	-1
31	0	0	5	827	0	-1	-1
31	0	1	0	585	0	-1	-1
31	0	1	2	1195	0	-1	-1
31	0	1	3	1445	1	-1	-1
31	0	1	4	2920	1	-1	-1
31	0	1	5	590	0	-1	-1
31	0	2	0	1316	0	-1	-1
31	0	2	1	1135	0	-1	-1
31	0	2	3	910	0	-1	-1
31	0	2	4	906	1	-1	-1
31	0	2	5	826	0	-1	-1
31	0	3	0	400	0	-1	-1
31	0	3	1	3000	-1	-1	-1
31	0	3	2	805	0	-1	-1
31	0	3	4	860	1	-1	-1
31	0	3	5	505	0	-1	-1
31	0	4	0	895	0	-1	-1
31	0	4	1	1745	0	-1	-1
31	0	4	2	1007	0	-1	-1
31	0	4	3	525	1	-1	-1
31	0	4	5	740	0	-1	-1
31	0	5	0	1025	1	-1	-1
31	0	5	1	675	1	-1	-1
31	0	5	2	755	1	-1	-1
31	0	5	3	570	1	-1	-1
31	0	5	4	885	1	-1	-1
32	0	0	1	850	1	-1	-1
32	0	0	2	1909	1	-1	-1
32	0	0	3	425	1	-1	-1
32	0	0	4	1671	1	-1	-1
32	0	0	5	799	0	-1	-1
32	0	1	0	751	0	-1	-1
32	0	1	2	945	0	-1	-1
32	0	1	3	1445	1	-1	-1
32	0	1	4	1620	1	-1	-1
32	0	1	5	635	0	-1	-1
32	0	2	0	1231	0	-1	-1
32	0	2	1	876	0	-1	-1
32	0	2	3	1349	0	-1	-1
32	0	2	4	906	1	-1	-1
32	0	2	5	1095	0	-1	-1
32	0	3	0	405	0	-1	-1
32	0	3	1	3000	-1	-1	-1
32	0	3	2	1215	1	-1	-1
32	0	3	4	860	1	-1	-1
32	0	3	5	480	0	-1	-1
32	0	4	0	885	0	-1	-1
32	0	4	1	1745	0	-1	-1
32	0	4	2	1002	0	-1	-1
32	0	4	3	525	1	-1	-1
32	0	4	5	805	0	-1	-1
32	0	5	0	885	1	-1	-1
32	0	5	1	675	1	-1	-1
32	0	5	2	999	1	-1	-1
32	0	5	3	440	1	-1	-1
32	0	5	4	900	1	-1	-1
33	0	0	1	960	1	-1	-1
33	0	0	2	1913	1	-1	-1
33	0	0	3	425	1	-1	-1
33	0	0	4	1671	1	-1	-1
33	0	0	5	883	0	-1	-1
33	0	1	0	580	0	-1	-1
33	0	1	2	775	0	-1	-1
33	0	1	3	1445	1	-1	-1
33	0	1	4	2168	1	-1	-1
33	0	1	5	665	0	-1	-1
33	0	2	0	1328	0	-1	-1
33	0	2	1	1060	0	-1	-1
33	0	2	3	939	0	-1	-1
33	0	2	4	906	1	-1	-1
33	0	2	5	796	0	-1	-1
33	0	3	0	420	0	-1	-1
33	0	3	1	3000	-1	-1	-1
33	0	3	2	915	1	-1	-1
33	0	3	4	860	1	-1	-1
33	0	3	5	485	0	-1	-1
33	0	4	0	885	0	-1	-1
33	0	4	1	1745	0	-1	-1
33	0	4	2	1007	0	-1	-1
33	0	4	3	525	1	-1	-1
33	0	4	5	767	0	-1	-1
33	0	5	0	928	1	-1	-1
33	0	5	1	590	1	-1	-1
33	0	5	2	795	1	-1	-1
33	0	5	3	485	1	-1	-1
33	0	5	4	885	1	-1	-1
34	0	0	1	916	1	-1	-1
34	0	0	2	1918	1	-1	-1
34	0	0	3	395	1	-1	-1
34	0	0	4	1691	1	-1	-1
34	0	0	5	837	0	-1	-1
34	0	1	0	715	0	-1	-1
34	0	1	2	915	0	-1	-1
34	0	1	3	1445	1	-1	-1
34	0	1	4	2168	1	-1	-1
34	0	1	5	605	0	-1	-1
34	0	2	0	1316	0	-1	-1
34	0	2	1	985	0	-1	-1
34	0	2	3	1040	0	-1	-1
34	0	2	4	906	1	-1	-1
34	0	2	5	788	0	-1	-1
34	0	3	0	415	0	-1	-1
34	0	3	1	3000	-1	-1	-1
34	0	3	2	1079	1	-1	-1
34	0	3	4	860	1	-1	-1
34	0	3	5	495	0	-1	-1
34	0	4	0	895	0	-1	-1
34	0	4	1	1769	0	-1	-1
34	0	4	2	1007	0	-1	-1
34	0	4	3	525	1	-1	-1
34	0	4	5	753	0	-1	-1
34	0	5	0	1051	1	-1	-1
34	0	5	1	695	1	-1	-1
34	0	5	2	935	1	-1	-1
34	0	5	3	495	1	-1	-1
34	0	5	4	775	1	-1	-1
35	0	0	1	945	1	-1	-1
35	0	0	2	1918	1	-1	-1
35	0	0	3	400	1	-1	-1
35	0	0	4	1351	1	-1	-1
35	0	0	5	769	0	-1	-1
35	0	1	0	540	0	-1	-1
35	0	1	2	900	0	-1	-1
35	0	1	3	1445	1	-1	-1
35	0	1	4	2920	1	-1	-1
35	0	1	5	650	0	-1	-1
35	0	2	0	1303	0	-1	-1
35	0	2	1	845	0	-1	-1
35	0	2	3	1045	1	-1	-1
35	0	2	4	906	1	-1	-1
35	0	2	5	895	0	-1	-1
35	0	3	0	450	0	-1	-1
35	0	3	1	3000	-1	-1	-1
35	0	3	2	1049	1	-1	-1
35	0	3	4	860	1	-1	-1
35	0	3	5	515	0	-1	-1
35	0	4	0	895	0	-1	-1
35	0	4	1	1769	0	-1	-1
35	0	4	2	1007	0	-1	-1
35	0	4	3	525	1	-1	-1
35	0	4	5	815	0	-1	-1
35	0	5	0	878	1	-1	-1
35	0	5	1	735	1	-1	-1
35	0	5	2	995	1	-1	-1
35	0	5	3	595	1	-1	-1
35	0	5	4	995	1	-1	-1
36	0	0	1	1035	1	-1	-1
36	0	0	2	1918	1	-1	-1
36	0	0	3	450	1	-1	-1
36	0	0	4	1731	1	-1	-1
36	0	0	5	789	0	-1	-1
36	0	1	0	555	0	-1	-1
36	0	1	2	1145	0	-1	-1
36	0	1	3	1445	1	-1	-1
36	0	1	4	2168	1	-1	-1
36	0	1	5	715	0	-1	-1
36	0	2	0	1316	0	-1	-1
36	0	2	1	885	0	-1	-1
36	0	2	3	945	0	-1	-1
36	0	2	4	906	1	-1	-1
36	0	2	5	1005	0	-1	-1
36	0	3	0	390	0	-1	-1
36	0	3	1	3000	-1	-1	-1
36	0	3	2	1195	1	-1	-1
36	0	3	4	860	1	-1	-1
36	0	3	5	545	0	-1	-1
36	0	4	0	895	0	-1	-1
36	0	4	1	1745	0	-1	-1
36	0	4	2	977	0	-1	-1
36	0	4	3	525	1	-1	-1
36	0	4	5	795	0	-1	-1
36	0	5	0	904	1	-1	-1
36	0	5	1	470	1	-1	-1
36	0	5	2	903	1	-1	-1
36	0	5	3	555	1	-1	-1
36	0	5	4	735	1	-1	-1
37	0	0	1	915	1	-1	-1
37	0	0	2	1909	1	-1	-1
37	0	0	3	370	1	-1	-1
37	0	0	4	1201	1	-1	-1
37	0	0	5	875	0	-1	-1
37	0	1	0	580	0	-1	-1
37	0	1	2	815	0	-1	-1
37	0	1	3	1445	1	-1	-1
37	0	1	4	2168	1	-1	-1
37	0	1	5	625	0	-1	-1
37	0	2	0	1316	0	-1	-1
37	0	2	1	1045	0	-1	-1
37	0	2	3	885	1	-1	-1
37	0	2	4	906	1	-1	-1
37	0	2	5	845	0	-1	-1
37	0	3	0	435	0	-1	-1
37	0	3	1	3000	-1	-1	-1
37	0	3	2	960	1	-1	-1
37	0	3	4	860	1	-1	-1
37	0	3	5	525	0	-1	-1
37	0	4	0	895	0	-1	-1
37	0	4	1	1745	0	-1	-1
37	0	4	2	1007	0	-1	-1
37	0	4	3	525	1	-1	-1
37	0	4	5	775	0	-1	-1
37	0	5	0	785	1	-1	-1
37	0	5	1	760	1	-1	-1
37	0	5	2	856	1	-1	-1
37	0	5	3	375	1	-1	-1
37	0	5	4	845	1	-1	-1
38	0	0	1	890	1	-1	-1
38	0	0	2	1915	1	-1	-1
38	0	0	3	390	1	-1	-1
38	0	0	4	1094	1	-1	-1
38	0	0	5	920	0	-1	-1
38	0	1	0	761	0	-1	-1
38	0	1	2	790	0	-1	-1
38	0	1	3	1445	1	-1	-1
38	0	1	4	2920	1	-1	-1
38	0	1	5	595	0	-1	-1
38	0	2	0	1303	0	-1	-1
38	0	2	1	1991	0	-1	-1
38	0	2	3	1195	0	-1	-1
38	0	2	4	906	1	-1	-1
38	0	2	5	975	0	-1	-1
38	0	3	0	450	0	-1	-1
38	0	3	1	3000	-1	-1	-1
38	0	3	2	605	0	-1	-1
38	0	3	4	860	1	-1	-1
38	0	3	5	470	0	-1	-1
38	0	4	0	895	0	-1	-1
38	0	4	1	1745	0	-1	-1
38	0	4	2	1002	0	-1	-1
38	0	4	3	525	1	-1	-1
38	0	4	5	765	0	-1	-1
38	0	5	0	1028	1	-1	-1
38	0	5	1	695	1	-1	-1
38	0	5	2	949	1	-1	-1
38	0	5	3	420	1	-1	-1
38	0	5	4	865	1	-1	-1
39	0	0	1	855	1	-1	-1
39	0	0	2	1918	1	-1	-1
39	0	0	3	410	1	-1	-1
39	0	0	4	1691	1	-1	-1
39	0	0	5	805	0	-1	-1
39	0	1	0	530	0	-1	-1
39	0	1	2	1150	0	-1	-1
39	0	1	3	1445	1	-1	-1
39	0	1	4	2920	1	-1	-1
39	0	1	5	675	0	-1	-1
39	0	2	0	1316	0	-1	-1
39	0	2	1	1350	1	-1	-1
39	0	2	3	1037	0	-1	-1
39	0	2	4	906	1	-1	-1
39	0	2	5	947	0	-1	-1
39	0	3	0	390	0	-1	-1
39	0	3	1	3000	-1	-1	-1
39	0	3	2	1115	1	-1	-1
39	0	3	4	860	1	-1	-1
39	0	3	5	445	0	-1	-1
39	0	4	0	895	0	-1	-1
39	0	4	1	1769	0	-1	-1
39	0	4	2	1002	0	-1	-1
39	0	4	3	525	1	-1	-1
39	0	4	5	782	0	-1	-1
39	0	5	0	873	1	-1	-1
39	0	5	1	690	1	-1	-1
39	0	5	2	1035	1	-1	-1
39	0	5	3	515	1	-1	-1
39	0	5	4	895	1	-1	-1
40	0	0	1	963	1	-1	-1
40	0	0	2	1905	1	-1	-1
40	0	0	3	400	1	-1	-1
40	0	0	4	1179	1	-1	-1
40	0	0	5	807	0	-1	-1
40	0	1	0	600	0	-1	-1
40	0	1	2	1440	0	-1	-1
40	0	1	3	1445	1	-1	-1
40	0	1	4	2168	1	-1	-1
40	0	1	5	575	0	-1	-1
40	0	2	0	1276	0	-1	-1
40	0	2	1	1735	0	-1	-1
40	0	2	3	1035	0	-1	-1
40	0	2	4	906	1	-1	-1
40	0	2	5	972	0	-1	-1
40	0	3	0	365	0	-1	-1
40	0	3	1	3000	-1	-1	-1
40	0	3	2	1001	1	-1	-1
40	0	3	4	860	1	-1	-1
40	0	3	5	515	0	-1	-1
40	0	4	0	895	0	-1	-1
40	0	4	1	1745	0	-1	-1
40	0	4	2	1007	0	-1	-1
40	0	4	3	525	1	-1	-1
40	0	4	5	753	0	-1	-1
40	0	5	0	870	1	-1	-1
40	0	5	1	595	1	-1	-1
40	0	5	2	988	1	-1	-1
40	0	5	3	485	1	-1	-1
40	0	5	4	875	1	-1	-1
41	0	0	1	980	1	-1	-1
41	0	0	2	1919	1	-1	-1
41	0	0	3	385	1	-1	-1
41	0	0	4	936	1	-1	-1
41	0	0	5	795	0	-1	-1
41	0	1	0	640	0	-1	-1
41	0	1	2	1165	0	-1	-1
41	0	1	3	1445	1	-1	-1
41	0	1	4	2168	1	-1	-1
41	0	1	5	675	0	-1	-1
41	0	2	0	1303	0	-1	-1
41	0	2	1	925	0	-1	-1
41	0	2	3	975	0	-1	-1
41	0	2	4	906	1	-1	-1
41	0	2	5	745	0	-1	-1
41	0	3	0	405	0	-1	-1
41	0	3	1	3000	-1	-1	-1
41	0	3	2	1085	1	-1	-1
41	0	3	4	860	1	-1	-1
41	0	3	5	460	0	-1	-1
41	0	4	0	895	0	-1	-1
41	0	4	1	1745	0	-1	-1
41	0	4	2	977	0	-1	-1
41	0	4	3	525	1	-1	-1
41	0	4	5	775	0	-1	-1
41	0	5	0	1009	1	-1	-1
41	0	5	1	680	1	-1	-1
41	0	5	2	995	1	-1	-1
41	0	5	3	615	1	-1	-1
41	0	5	4	905	1	-1	-1
42	0	0	1	930	1	-1	-1
42	0	0	2	1879	1	-1	-1
42	0	0	3	1210	1	-1	-1
42	0	0	4	1153	1	-1	-1
42	0	0	5	839	0	-1	-1
42	0	1	0	605	0	-1	-1
42	0	1	2	875	0	-1	-1
42	0	1	3	1445	1	-1	-1
42	0	1	4	2168	1	-1	-1
42	0	1	5	475	0	-1	-1
42	0	2	0	1340	0	-1	-1
42	0	2	1	1035	0	-1	-1
42	0	2	3	1035	0	-1	-1
42	0	2	4	906	1	-1	-1
42	0	2	5	955	0	-1	-1
42	0	3	0	390	0	-1	-1
42	0	3	1	3000	-1	-1	-1
42	0	3	2	1225	1	-1	-1
42	0	3	4	860	1	-1	-1
42	0	3	5	505	0	-1	-1
42	0	4	0	895	0	-1	-1
42	0	4	1	1745	0	-1	-1
42	0	4	2	1007	0	-1	-1
42	0	4	3	525	1	-1	-1
42	0	4	5	705	0	-1	-1
42	0	5	0	842	1	-1	-1
42	0	5	1	815	1	-1	-1
42	0	5	2	895	1	-1	-1
42	0	5	3	505	1	-1	-1
42	0	5	4	825	1	-1	-1
43	0	0	1	865	1	-1	-1
43	0	0	2	1935	1	-1	-1
43	0	0	3	1150	1	-1	-1
43	0	0	4	1691	1	-1	-1
43	0	0	5	1036	0	-1	-1
43	0	1	0	595	0	-1	-1
43	0	1	2	1270	0	-1	-1
43	0	1	3	1445	1	-1	-1
43	0	1	4	2920	1	-1	-1
43	0	1	5	605	0	-1	-1
43	0	2	0	1303	0	-1	-1
43	0	2	1	1907	0	-1	-1
43	0	2	3	975	0	-1	-1
43	0	2	4	906	1	-1	-1
43	0	2	5	765	0	-1	-1
43	0	3	0	410	0	-1	-1
43	0	3	1	3000	-1	-1	-1
43	0	3	2	1140	1	-1	-1
43	0	3	4	860	1	-1	-1
43	0	3	5	475	0	-1	-1
43	0	4	0	885	0	-1	-1
43	0	4	1	1769	0	-1	-1
43	0	4	2	977	0	-1	-1
43	0	4	3	525	1	-1	-1
43	0	4	5	825	0	-1	-1
43	0	5	0	870	1	-1	-1
43	0	5	1	695	1	-1	-1
43	0	5	2	693	1	-1	-1
43	0	5	3	510	1	-1	-1
43	0	5	4	855	1	-1	-1
44	0	0	1	811	1	-1	-1
44	0	0	2	1918	1	-1	-1
44	0	0	3	385	1	-1	-1
44	0	0	4	1691	1	-1	-1
44	0	0	5	953	0	-1	-1
44	0	1	0	595	0	-1	-1
44	0	1	2	1025	0	-1	-1
44	0	1	3	1445	1	-1	-1
44	0	1	4	2168	1	-1	-1
44	0	1	5	665	0	-1	-1
44	0	2	0	1316	0	-1	-1
44	0	2	1	845	0	-1	-1
44	0	2	3	910	0	-1	-1
44	0	2	4	906	1	-1	-1
44	0	2	5	857	0	-1	-1
44	0	3	0	395	0	-1	-1
44	0	3	1	3000	-1	-1	-1
44	0	3	2	685	0	-1	-1
44	0	3	4	860	1	-1	-1
44	0	3	5	465	0	-1	-1
44	0	4	0	895	0	-1	-1
44	0	4	1	1745	0	-1	-1
44	0	4	2	1007	0	-1	-1
44	0	4	3	525	1	-1	-1
44	0	4	5	1095	0	-1	-1
44	0	5	0	843	1	-1	-1
44	0	5	1	595	1	-1	-1
44	0	5	2	966	1	-1	-1
44	0	5	3	445	1	-1	-1
44	0	5	4	980	1	-1	-1
45	0	0	1	975	1	-1	-1
45	0	0	2	1915	1	-1	-1
45	0	0	3	405	1	-1	-1
45	0	0	4	1862	1	-1	-1
45	0	0	5	756	0	-1	-1
45	0	1	0	600	0	-1	-1
45	0	1	2	1005	0	-1	-1
45	0	1	3	1445	1	-1	-1
45	0	1	4	1545	1	-1	-1
45	0	1	5	660	0	-1	-1
45	0	2	0	1303	0	-1	-1
45	0	2	1	1045	0	-1	-1
45	0	2	3	975	0	-1	-1
45	0	2	4	906	1	-1	-1
45	0	2	5	895	0	-1	-1
45	0	3	0	390	0	-1	-1
45	0	3	1	3000	-1	-1	-1
45	0	3	2	946	1	-1	-1
45	0	3	4	860	1	-1	-1
45	0	3	5	435	0	-1	-1
45	0	4	0	895	0	-1	-1
45	0	4	1	1745	0	-1	-1
45	0	4	2	1002	0	-1	-1
45	0	4	3	525	1	-1	-1
45	0	4	5	810	0	-1	-1
45	0	5	0	839	1	-1	-1
45	0	5	1	585	1	-1	-1
45	0	5	2	727	1	-1	-1
45	0	5	3	535	1	-1	-1
45	0	5	4	765	1	-1	-1
46	0	0	1	903	1	-1	-1
46	0	0	2	1942	1	-1	-1
46	0	0	3	390	1	-1	-1
46	0	0	4	1094	1	-1	-1
46	0	0	5	857	0	-1	-1
46	0	1	0	575	0	-1	-1
46	0	1	2	2005	0	-1	-1
46	0	1	3	1445	1	-1	-1
46	0	1	4	2745	1	-1	-1
46	0	1	5	605	0	-1	-1
46	0	2	0	1316	0	-1	-1
46	0	2	1	2710	0	-1	-1
46	0	2	3	910	0	-1	-1
46	0	2	4	906	1	-1	-1
46	0	2	5	899	0	-1	-1
46	0	3	0	410	0	-1	-1
46	0	3	1	3000	-1	-1	-1
46	0	3	2	1325	1	-1	-1
46	0	3	4	860	1	-1	-1
46	0	3	5	500	0	-1	-1
46	0	4	0	885	0	-1	-1
46	0	4	1	1745	0	-1	-1
46	0	4	2	1007	0	-1	-1
46	0	4	3	525	1	-1	-1
46	0	4	5	805	0	-1	-1
46	0	5	0	891	1	-1	-1
46	0	5	1	665	1	-1	-1
46	0	5	2	1015	1	-1	-1
46	0	5	3	495	1	-1	-1
46	0	5	4	855	1	-1	-1
47	0	0	1	955	1	-1	-1
47	0	0	2	1915	1	-1	-1
47	0	0	3	565	1	-1	-1
47	0	0	4	1691	1	-1	-1
47	0	0	5	883	0	-1	-1
47	0	1	0	545	0	-1	-1
47	0	1	2	745	0	-1	-1
47	0	1	3	1445	1	-1	-1
47	0	1	4	1545	1	-1	-1
47	0	1	5	675	0	-1	-1
47	0	2	0	1340	0	-1	-1
47	0	2	1	1907	0	-1	-1
47	0	2	3	920	0	-1	-1
47	0	2	4	906	1	-1	-1
47	0	2	5	795	0	-1	-1
47	0	3	0	415	0	-1	-1
47	0	3	1	3000	-1	-1	-1
47	0	3	2	965	1	-1	-1
47	0	3	4	860	1	-1	-1
47	0	3	5	535	0	-1	-1
47	0	4	0	895	0	-1	-1
47	0	4	1	1745	0	-1	-1
47	0	4	2	1007	0	-1	-1
47	0	4	3	525	1	-1	-1
47	0	4	5	805	0	-1	-1
47	0	5	0	1103	1	-1	-1
47	0	5	1	620	1	-1	-1
47	0	5	2	976	1	-1	-1
47	0	5	3	605	1	-1	-1
47	0	5	4	835	1	-1	-1
