tournaments.RoundRobinTournament
AIs
	lightari
	AgentP(AStarPathFinding)
	mayari
	WorkerRush(AStarPathFinding)
	CoacAI(AStarPathFinding)
	RandomAI
maps
	/home/nickadkins47/CS4900/CS4900-PA3/maps/16x16/basesWorkers16x16A.xml
iterations	100
maxGameLength	3000
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	1000	1000
preAnalysis	true
fullObservability	true
timeoutCheck	true
runGC	false
iteration	map	ai1	ai2	time	winner	crashed	timedout
48	0	0	1	990	1	-1	-1
48	0	0	2	1918	1	-1	-1
48	0	0	3	865	0	-1	-1
48	0	0	4	1749	1	-1	-1
48	0	0	5	1095	0	-1	-1
48	0	1	0	817	0	-1	-1
48	0	1	2	1240	0	-1	-1
48	0	1	3	1445	1	-1	-1
48	0	1	4	2168	1	-1	-1
48	0	1	5	695	0	-1	-1
48	0	2	0	1231	0	-1	-1
48	0	2	1	1595	0	-1	-1
48	0	2	3	895	0	-1	-1
48	0	2	4	906	1	-1	-1
48	0	2	5	694	0	-1	-1
48	0	3	0	375	0	-1	-1
48	0	3	1	3000	-1	-1	-1
48	0	3	2	953	1	-1	-1
48	0	3	4	860	1	-1	-1
48	0	3	5	500	0	-1	-1
48	0	4	0	895	0	-1	-1
48	0	4	1	1769	0	-1	-1
48	0	4	2	985	0	-1	-1
48	0	4	3	525	1	-1	-1
48	0	4	5	775	0	-1	-1
48	0	5	0	984	1	-1	-1
48	0	5	1	705	1	-1	-1
48	0	5	2	929	1	-1	-1
48	0	5	3	370	1	-1	-1
48	0	5	4	880	1	-1	-1
49	0	0	1	900	1	-1	-1
49	0	0	2	1918	1	-1	-1
49	0	0	3	400	1	-1	-1
49	0	0	4	1691	1	-1	-1
49	0	0	5	748	0	-1	-1
49	0	1	0	585	0	-1	-1
49	0	1	2	760	0	-1	-1
49	0	1	3	1445	1	-1	-1
49	0	1	4	1545	1	-1	-1
49	0	1	5	655	0	-1	-1
49	0	2	0	1316	0	-1	-1
49	0	2	1	975	0	-1	-1
49	0	2	3	920	0	-1	-1
49	0	2	4	906	1	-1	-1
49	0	2	5	965	0	-1	-1
49	0	3	0	400	0	-1	-1
49	0	3	1	3000	-1	-1	-1
49	0	3	2	945	0	-1	-1
49	0	3	4	860	1	-1	-1
49	0	3	5	405	0	-1	-1
49	0	4	0	895	0	-1	-1
49	0	4	1	1769	0	-1	-1
49	0	4	2	982	0	-1	-1
49	0	4	3	525	1	-1	-1
49	0	4	5	825	0	-1	-1
49	0	5	0	948	1	-1	-1
49	0	5	1	675	1	-1	-1
49	0	5	2	945	1	-1	-1
49	0	5	3	415	1	-1	-1
49	0	5	4	945	1	-1	-1
50	0	0	1	888	1	-1	-1
50	0	0	2	1918	1	-1	-1
50	0	0	3	400	1	-1	-1
50	0	0	4	1691	1	-1	-1
50	0	0	5	946	0	-1	-1
50	0	1	0	570	0	-1	-1
50	0	1	2	1115	0	-1	-1
50	0	1	3	1445	1	-1	-1
50	0	1	4	2729	1	-1	-1
50	0	1	5	655	0	-1	-1
50	0	2	0	1316	0	-1	-1
50	0	2	1	1255	0	-1	-1
50	0	2	3	910	0	-1	-1
50	0	2	4	906	1	-1	-1
50	0	2	5	853	0	-1	-1
50	0	3	0	405	0	-1	-1
50	0	3	1	3000	-1	-1	-1
50	0	3	2	1195	1	-1	-1
50	0	3	4	860	1	-1	-1
50	0	3	5	425	0	-1	-1
50	0	4	0	885	0	-1	-1
50	0	4	1	1745	0	-1	-1
50	0	4	2	1007	0	-1	-1
50	0	4	3	525	1	-1	-1
50	0	4	5	865	0	-1	-1
50	0	5	0	799	1	-1	-1
50	0	5	1	505	1	-1	-1
50	0	5	2	715	1	-1	-1
50	0	5	3	445	1	-1	-1
50	0	5	4	875	1	-1	-1
51	0	0	1	875	1	-1	-1
51	0	0	2	1918	1	-1	-1
51	0	0	3	460	1	-1	-1
51	0	0	4	1133	1	-1	-1
51	0	0	5	1070	0	-1	-1
51	0	1	0	585	0	-1	-1
51	0	1	2	820	0	-1	-1
51	0	1	3	1445	1	-1	-1
51	0	1	4	2168	1	-1	-1
51	0	1	5	665	0	-1	-1
51	0	2	0	1316	0	-1	-1
51	0	2	1	876	0	-1	-1
51	0	2	3	995	0	-1	-1
51	0	2	4	906	1	-1	-1
51	0	2	5	855	0	-1	-1
51	0	3	0	395	0	-1	-1
51	0	3	1	3000	-1	-1	-1
51	0	3	2	1170	1	-1	-1
51	0	3	4	860	1	-1	-1
51	0	3	5	355	0	-1	-1
51	0	4	0	895	0	-1	-1
51	0	4	1	1745	0	-1	-1
51	0	4	2	1007	0	-1	-1
51	0	4	3	525	1	-1	-1
51	0	4	5	825	0	-1	-1
51	0	5	0	883	1	-1	-1
51	0	5	1	655	1	-1	-1
51	0	5	2	1002	1	-1	-1
51	0	5	3	365	1	-1	-1
51	0	5	4	840	1	-1	-1
52	0	0	1	825	1	-1	-1
52	0	0	2	1961	1	-1	-1
52	0	0	3	410	1	-1	-1
52	0	0	4	1159	1	-1	-1
52	0	0	5	800	0	-1	-1
52	0	1	0	620	0	-1	-1
52	0	1	2	765	0	-1	-1
52	0	1	3	1445	1	-1	-1
52	0	1	4	1545	1	-1	-1
52	0	1	5	650	0	-1	-1
52	0	2	0	1231	0	-1	-1
52	0	2	1	985	0	-1	-1
52	0	2	3	1040	0	-1	-1
52	0	2	4	906	1	-1	-1
52	0	2	5	915	0	-1	-1
52	0	3	0	3000	-1	-1	-1
52	0	3	1	3000	-1	-1	-1
52	0	3	2	895	0	-1	-1
52	0	3	4	860	1	-1	-1
52	0	3	5	550	0	-1	-1
52	0	4	0	895	0	-1	-1
52	0	4	1	1769	0	-1	-1
52	0	4	2	977	0	-1	-1
52	0	4	3	525	1	-1	-1
52	0	4	5	835	0	-1	-1
52	0	5	0	854	1	-1	-1
52	0	5	1	690	1	-1	-1
52	0	5	2	1005	1	-1	-1
52	0	5	3	435	1	-1	-1
52	0	5	4	815	1	-1	-1
53	0	0	1	930	1	-1	-1
53	0	0	2	1915	1	-1	-1
53	0	0	3	430	1	-1	-1
53	0	0	4	1691	1	-1	-1
53	0	0	5	857	0	-1	-1
53	0	1	0	735	0	-1	-1
53	0	1	2	775	0	-1	-1
53	0	1	3	1445	1	-1	-1
53	0	1	4	1545	1	-1	-1
53	0	1	5	645	0	-1	-1
53	0	2	0	1316	0	-1	-1
53	0	2	1	935	0	-1	-1
53	0	2	3	913	0	-1	-1
53	0	2	4	906	1	-1	-1
53	0	2	5	815	0	-1	-1
53	0	3	0	390	0	-1	-1
53	0	3	1	3000	-1	-1	-1
53	0	3	2	1255	0	-1	-1
53	0	3	4	860	1	-1	-1
53	0	3	5	370	0	-1	-1
53	0	4	0	895	0	-1	-1
53	0	4	1	1769	0	-1	-1
53	0	4	2	1007	0	-1	-1
53	0	4	3	525	1	-1	-1
53	0	4	5	735	0	-1	-1
53	0	5	0	1148	1	-1	-1
53	0	5	1	675	1	-1	-1
53	0	5	2	935	1	-1	-1
53	0	5	3	505	1	-1	-1
53	0	5	4	1030	1	-1	-1
54	0	0	1	965	1	-1	-1
54	0	0	2	1918	1	-1	-1
54	0	0	3	385	1	-1	-1
54	0	0	4	1360	1	-1	-1
54	0	0	5	804	0	-1	-1
54	0	1	0	675	0	-1	-1
54	0	1	2	815	0	-1	-1
54	0	1	3	1445	1	-1	-1
54	0	1	4	2168	1	-1	-1
54	0	1	5	695	0	-1	-1
54	0	2	0	1303	0	-1	-1
54	0	2	1	1355	0	-1	-1
54	0	2	3	1105	0	-1	-1
54	0	2	4	906	1	-1	-1
54	0	2	5	815	0	-1	-1
54	0	3	0	480	0	-1	-1
54	0	3	1	3000	-1	-1	-1
54	0	3	2	1145	1	-1	-1
54	0	3	4	860	1	-1	-1
54	0	3	5	565	0	-1	-1
54	0	4	0	885	0	-1	-1
54	0	4	1	1745	0	-1	-1
54	0	4	2	977	0	-1	-1
54	0	4	3	525	1	-1	-1
54	0	4	5	805	0	-1	-1
54	0	5	0	958	1	-1	-1
54	0	5	1	545	1	-1	-1
54	0	5	2	965	1	-1	-1
54	0	5	3	495	1	-1	-1
54	0	5	4	803	1	-1	-1
55	0	0	1	980	1	-1	-1
55	0	0	2	1915	1	-1	-1
55	0	0	3	975	1	-1	-1
55	0	0	4	956	1	-1	-1
55	0	0	5	888	0	-1	-1
55	0	1	0	560	0	-1	-1
55	0	1	2	975	1	-1	-1
55	0	1	3	1445	1	-1	-1
55	0	1	4	2920	1	-1	-1
55	0	1	5	595	0	-1	-1
55	0	2	0	1316	0	-1	-1
55	0	2	1	1248	0	-1	-1
55	0	2	3	910	0	-1	-1
55	0	2	4	906	1	-1	-1
55	0	2	5	872	0	-1	-1
55	0	3	0	420	0	-1	-1
55	0	3	1	3000	-1	-1	-1
55	0	3	2	985	1	-1	-1
55	0	3	4	860	1	-1	-1
55	0	3	5	560	0	-1	-1
55	0	4	0	885	0	-1	-1
55	0	4	1	1745	0	-1	-1
55	0	4	2	977	0	-1	-1
55	0	4	3	525	1	-1	-1
55	0	4	5	750	0	-1	-1
55	0	5	0	859	1	-1	-1
55	0	5	1	675	1	-1	-1
55	0	5	2	935	1	-1	-1
55	0	5	3	535	1	-1	-1
55	0	5	4	845	1	-1	-1
56	0	0	1	810	1	-1	-1
56	0	0	2	1918	1	-1	-1
56	0	0	3	395	1	-1	-1
56	0	0	4	1671	1	-1	-1
56	0	0	5	803	0	-1	-1
56	0	1	0	575	0	-1	-1
56	0	1	2	1020	0	-1	-1
56	0	1	3	1445	1	-1	-1
56	0	1	4	2920	1	-1	-1
56	0	1	5	610	0	-1	-1
56	0	2	0	1328	0	-1	-1
56	0	2	1	845	0	-1	-1
56	0	2	3	910	0	-1	-1
56	0	2	4	906	1	-1	-1
56	0	2	5	806	0	-1	-1
56	0	3	0	430	0	-1	-1
56	0	3	1	3000	-1	-1	-1
56	0	3	2	1125	1	-1	-1
56	0	3	4	860	1	-1	-1
56	0	3	5	455	0	-1	-1
56	0	4	0	895	0	-1	-1
56	0	4	1	1769	0	-1	-1
56	0	4	2	985	0	-1	-1
56	0	4	3	525	1	-1	-1
56	0	4	5	805	0	-1	-1
56	0	5	0	898	1	-1	-1
56	0	5	1	625	1	-1	-1
56	0	5	2	935	1	-1	-1
56	0	5	3	545	1	-1	-1
56	0	5	4	935	1	-1	-1
57	0	0	1	1045	1	-1	-1
57	0	0	2	1918	1	-1	-1
57	0	0	3	380	1	-1	-1
57	0	0	4	1142	1	-1	-1
57	0	0	5	740	0	-1	-1
57	0	1	0	590	0	-1	-1
57	0	1	2	1000	0	-1	-1
57	0	1	3	1445	1	-1	-1
57	0	1	4	2729	1	-1	-1
57	0	1	5	675	0	-1	-1
57	0	2	0	1276	0	-1	-1
57	0	2	1	1991	0	-1	-1
57	0	2	3	913	0	-1	-1
57	0	2	4	906	1	-1	-1
57	0	2	5	835	0	-1	-1
57	0	3	0	415	0	-1	-1
57	0	3	1	3000	-1	-1	-1
57	0	3	2	907	1	-1	-1
57	0	3	4	860	1	-1	-1
57	0	3	5	605	0	-1	-1
57	0	4	0	885	0	-1	-1
57	0	4	1	1745	0	-1	-1
57	0	4	2	1007	0	-1	-1
57	0	4	3	525	1	-1	-1
57	0	4	5	868	0	-1	-1
57	0	5	0	875	1	-1	-1
57	0	5	1	500	1	-1	-1
57	0	5	2	695	1	-1	-1
57	0	5	3	395	1	-1	-1
57	0	5	4	810	1	-1	-1
58	0	0	1	1040	1	-1	-1
58	0	0	2	1915	1	-1	-1
58	0	0	3	380	1	-1	-1
58	0	0	4	1671	1	-1	-1
58	0	0	5	995	0	-1	-1
58	0	1	0	560	0	-1	-1
58	0	1	2	945	0	-1	-1
58	0	1	3	1445	1	-1	-1
58	0	1	4	1585	1	-1	-1
58	0	1	5	645	0	-1	-1
58	0	2	0	1264	0	-1	-1
58	0	2	1	876	0	-1	-1
58	0	2	3	910	0	-1	-1
58	0	2	4	906	1	-1	-1
58	0	2	5	893	0	-1	-1
58	0	3	0	420	0	-1	-1
58	0	3	1	3000	-1	-1	-1
58	0	3	2	888	1	-1	-1
58	0	3	4	860	1	-1	-1
58	0	3	5	445	0	-1	-1
58	0	4	0	895	0	-1	-1
58	0	4	1	1745	0	-1	-1
58	0	4	2	1007	0	-1	-1
58	0	4	3	525	1	-1	-1
58	0	4	5	745	0	-1	-1
58	0	5	0	791	1	-1	-1
58	0	5	1	745	1	-1	-1
58	0	5	2	907	1	-1	-1
58	0	5	3	505	1	-1	-1
58	0	5	4	805	1	-1	-1
59	0	0	1	938	1	-1	-1
59	0	0	2	1918	1	-1	-1
59	0	0	3	395	1	-1	-1
59	0	0	4	1723	1	-1	-1
59	0	0	5	885	0	-1	-1
59	0	1	0	595	0	-1	-1
59	0	1	2	1155	0	-1	-1
59	0	1	3	1445	1	-1	-1
59	0	1	4	2754	1	-1	-1
59	0	1	5	635	0	-1	-1
59	0	2	0	1288	0	-1	-1
59	0	2	1	1459	0	-1	-1
59	0	2	3	910	0	-1	-1
59	0	2	4	906	1	-1	-1
59	0	2	5	739	0	-1	-1
59	0	3	0	380	0	-1	-1
59	0	3	1	3000	-1	-1	-1
59	0	3	2	1635	1	-1	-1
59	0	3	4	860	1	-1	-1
59	0	3	5	445	0	-1	-1
59	0	4	0	895	0	-1	-1
59	0	4	1	1769	0	-1	-1
59	0	4	2	977	0	-1	-1
59	0	4	3	525	1	-1	-1
59	0	4	5	795	0	-1	-1
59	0	5	0	754	1	-1	-1
59	0	5	1	705	1	-1	-1
59	0	5	2	978	1	-1	-1
59	0	5	3	455	1	-1	-1
59	0	5	4	870	1	-1	-1
60	0	0	1	930	1	-1	-1
60	0	0	2	1949	1	-1	-1
60	0	0	3	375	1	-1	-1
60	0	0	4	1661	1	-1	-1
60	0	0	5	744	0	-1	-1
60	0	1	0	570	0	-1	-1
60	0	1	2	1005	0	-1	-1
60	0	1	3	1445	1	-1	-1
60	0	1	4	2168	1	-1	-1
60	0	1	5	595	0	-1	-1
60	0	2	0	1340	0	-1	-1
60	0	2	1	2305	1	-1	-1
60	0	2	3	910	0	-1	-1
60	0	2	4	906	1	-1	-1
60	0	2	5	797	0	-1	-1
60	0	3	0	385	0	-1	-1
60	0	3	1	3000	-1	-1	-1
60	0	3	2	595	0	-1	-1
60	0	3	4	860	1	-1	-1
60	0	3	5	395	0	-1	-1
60	0	4	0	895	0	-1	-1
60	0	4	1	1745	0	-1	-1
60	0	4	2	977	0	-1	-1
60	0	4	3	525	1	-1	-1
60	0	4	5	785	0	-1	-1
60	0	5	0	958	1	-1	-1
60	0	5	1	655	1	-1	-1
60	0	5	2	904	1	-1	-1
60	0	5	3	675	1	-1	-1
60	0	5	4	820	1	-1	-1
61	0	0	1	931	1	-1	-1
61	0	0	2	1815	1	-1	-1
61	0	0	3	380	1	-1	-1
61	0	0	4	1671	1	-1	-1
61	0	0	5	888	0	-1	-1
61	0	1	0	580	0	-1	-1
61	0	1	2	745	0	-1	-1
61	0	1	3	1445	1	-1	-1
61	0	1	4	2168	1	-1	-1
61	0	1	5	645	0	-1	-1
61	0	2	0	1231	0	-1	-1
61	0	2	1	2490	1	-1	-1
61	0	2	3	910	0	-1	-1
61	0	2	4	906	1	-1	-1
61	0	2	5	836	0	-1	-1
61	0	3	0	405	0	-1	-1
61	0	3	1	3000	-1	-1	-1
61	0	3	2	1115	1	-1	-1
61	0	3	4	860	1	-1	-1
61	0	3	5	565	0	-1	-1
61	0	4	0	895	0	-1	-1
61	0	4	1	1745	0	-1	-1
61	0	4	2	977	0	-1	-1
61	0	4	3	525	1	-1	-1
61	0	4	5	820	0	-1	-1
61	0	5	0	935	1	-1	-1
61	0	5	1	615	1	-1	-1
61	0	5	2	930	1	-1	-1
61	0	5	3	525	1	-1	-1
61	0	5	4	840	1	-1	-1
62	0	0	1	835	1	-1	-1
62	0	0	2	1905	1	-1	-1
62	0	0	3	645	1	-1	-1
62	0	0	4	1722	1	-1	-1
62	0	0	5	845	0	-1	-1
62	0	1	0	600	0	-1	-1
62	0	1	2	1798	1	-1	-1
62	0	1	3	1445	1	-1	-1
62	0	1	4	2168	1	-1	-1
62	0	1	5	515	0	-1	-1
62	0	2	0	1303	0	-1	-1
62	0	2	1	1240	0	-1	-1
62	0	2	3	920	0	-1	-1
62	0	2	4	906	1	-1	-1
62	0	2	5	902	0	-1	-1
62	0	3	0	375	0	-1	-1
62	0	3	1	3000	-1	-1	-1
62	0	3	2	1355	0	-1	-1
62	0	3	4	860	1	-1	-1
62	0	3	5	370	0	-1	-1
62	0	4	0	895	0	-1	-1
62	0	4	1	1769	0	-1	-1
62	0	4	2	977	0	-1	-1
62	0	4	3	525	1	-1	-1
62	0	4	5	825	0	-1	-1
62	0	5	0	1407	1	-1	-1
62	0	5	1	505	1	-1	-1
62	0	5	2	752	1	-1	-1
62	0	5	3	475	1	-1	-1
62	0	5	4	995	1	-1	-1
63	0	0	1	1020	1	-1	-1
63	0	0	2	1891	1	-1	-1
63	0	0	3	370	1	-1	-1
63	0	0	4	1753	1	-1	-1
63	0	0	5	946	0	-1	-1
63	0	1	0	570	0	-1	-1
63	0	1	2	835	0	-1	-1
63	0	1	3	1445	1	-1	-1
63	0	1	4	2739	1	-1	-1
63	0	1	5	675	0	-1	-1
63	0	2	0	1288	0	-1	-1
63	0	2	1	1991	0	-1	-1
63	0	2	3	975	0	-1	-1
63	0	2	4	906	1	-1	-1
63	0	2	5	867	0	-1	-1
63	0	3	0	380	0	-1	-1
63	0	3	1	3000	-1	-1	-1
63	0	3	2	1195	1	-1	-1
63	0	3	4	860	1	-1	-1
63	0	3	5	435	0	-1	-1
63	0	4	0	885	0	-1	-1
63	0	4	1	1745	0	-1	-1
63	0	4	2	1002	0	-1	-1
63	0	4	3	525	1	-1	-1
63	0	4	5	735	0	-1	-1
63	0	5	0	797	1	-1	-1
63	0	5	1	465	1	-1	-1
63	0	5	2	955	1	-1	-1
63	0	5	3	450	1	-1	-1
63	0	5	4	835	1	-1	-1
64	0	0	1	965	1	-1	-1
64	0	0	2	1913	1	-1	-1
64	0	0	3	390	1	-1	-1
64	0	0	4	1691	1	-1	-1
64	0	0	5	805	0	-1	-1
64	0	1	0	570	0	-1	-1
64	0	1	2	1410	0	-1	-1
64	0	1	3	1445	1	-1	-1
64	0	1	4	2168	1	-1	-1
64	0	1	5	635	0	-1	-1
64	0	2	0	1340	0	-1	-1
64	0	2	1	1125	0	-1	-1
64	0	2	3	913	0	-1	-1
64	0	2	4	906	1	-1	-1
64	0	2	5	811	0	-1	-1
64	0	3	0	445	0	-1	-1
64	0	3	1	3000	-1	-1	-1
64	0	3	2	1089	1	-1	-1
64	0	3	4	860	1	-1	-1
64	0	3	5	495	0	-1	-1
64	0	4	0	885	0	-1	-1
64	0	4	1	1745	0	-1	-1
64	0	4	2	977	0	-1	-1
64	0	4	3	525	1	-1	-1
64	0	4	5	805	0	-1	-1
64	0	5	0	938	1	-1	-1
64	0	5	1	705	1	-1	-1
64	0	5	2	925	1	-1	-1
64	0	5	3	405	1	-1	-1
64	0	5	4	837	1	-1	-1
65	0	0	1	980	1	-1	-1
65	0	0	2	1915	1	-1	-1
65	0	0	3	380	1	-1	-1
65	0	0	4	1691	1	-1	-1
65	0	0	5	749	0	-1	-1
65	0	1	0	590	0	-1	-1
65	0	1	2	940	0	-1	-1
65	0	1	3	1445	1	-1	-1
65	0	1	4	2168	1	-1	-1
65	0	1	5	675	0	-1	-1
65	0	2	0	1316	0	-1	-1
65	0	2	1	1140	0	-1	-1
65	0	2	3	1029	0	-1	-1
65	0	2	4	906	1	-1	-1
65	0	2	5	809	0	-1	-1
65	0	3	0	450	0	-1	-1
65	0	3	1	3000	-1	-1	-1
65	0	3	2	575	0	-1	-1
65	0	3	4	860	1	-1	-1
65	0	3	5	595	0	-1	-1
65	0	4	0	895	0	-1	-1
65	0	4	1	1745	0	-1	-1
65	0	4	2	977	0	-1	-1
65	0	4	3	525	1	-1	-1
65	0	4	5	785	0	-1	-1
65	0	5	0	799	1	-1	-1
65	0	5	1	675	1	-1	-1
65	0	5	2	735	1	-1	-1
65	0	5	3	570	1	-1	-1
65	0	5	4	835	1	-1	-1
66	0	0	1	875	1	-1	-1
66	0	0	2	1879	1	-1	-1
66	0	0	3	375	1	-1	-1
66	0	0	4	1691	1	-1	-1
66	0	0	5	938	0	-1	-1
66	0	1	0	580	0	-1	-1
66	0	1	2	760	0	-1	-1
66	0	1	3	1445	1	-1	-1
66	0	1	4	1545	1	-1	-1
66	0	1	5	645	0	-1	-1
66	0	2	0	1328	0	-1	-1
66	0	2	1	1000	1	-1	-1
66	0	2	3	910	0	-1	-1
66	0	2	4	906	1	-1	-1
66	0	2	5	875	0	-1	-1
66	0	3	0	395	0	-1	-1
66	0	3	1	3000	-1	-1	-1
66	0	3	2	1001	1	-1	-1
66	0	3	4	860	1	-1	-1
66	0	3	5	495	0	-1	-1
66	0	4	0	885	0	-1	-1
66	0	4	1	1769	0	-1	-1
66	0	4	2	1007	0	-1	-1
66	0	4	3	525	1	-1	-1
66	0	4	5	766	0	-1	-1
66	0	5	0	895	1	-1	-1
66	0	5	1	675	1	-1	-1
66	0	5	2	693	1	-1	-1
66	0	5	3	490	1	-1	-1
66	0	5	4	865	1	-1	-1
67	0	0	1	1005	1	-1	-1
67	0	0	2	1918	1	-1	-1
67	0	0	3	415	1	-1	-1
67	0	0	4	1359	1	-1	-1
67	0	0	5	779	0	-1	-1
67	0	1	0	535	0	-1	-1
67	0	1	2	915	0	-1	-1
67	0	1	3	1445	1	-1	-1
67	0	1	4	2168	1	-1	-1
67	0	1	5	615	0	-1	-1
67	0	2	0	1303	0	-1	-1
67	0	2	1	876	0	-1	-1
67	0	2	3	945	0	-1	-1
67	0	2	4	906	1	-1	-1
67	0	2	5	977	0	-1	-1
67	0	3	0	415	0	-1	-1
67	0	3	1	3000	-1	-1	-1
67	0	3	2	1100	1	-1	-1
67	0	3	4	860	1	-1	-1
67	0	3	5	515	0	-1	-1
67	0	4	0	895	0	-1	-1
67	0	4	1	1745	0	-1	-1
67	0	4	2	977	0	-1	-1
67	0	4	3	525	1	-1	-1
67	0	4	5	785	0	-1	-1
67	0	5	0	857	1	-1	-1
67	0	5	1	735	1	-1	-1
67	0	5	2	945	1	-1	-1
67	0	5	3	515	1	-1	-1
67	0	5	4	785	1	-1	-1
68	0	0	1	915	1	-1	-1
68	0	0	2	1915	1	-1	-1
68	0	0	3	390	1	-1	-1
68	0	0	4	1359	1	-1	-1
68	0	0	5	820	0	-1	-1
68	0	1	0	550	0	-1	-1
68	0	1	2	785	0	-1	-1
68	0	1	3	1445	1	-1	-1
68	0	1	4	2168	1	-1	-1
68	0	1	5	595	0	-1	-1
68	0	2	0	1340	0	-1	-1
68	0	2	1	2134	0	-1	-1
68	0	2	3	885	0	-1	-1
68	0	2	4	906	1	-1	-1
68	0	2	5	954	0	-1	-1
68	0	3	0	470	0	-1	-1
68	0	3	1	3000	-1	-1	-1
68	0	3	2	1205	1	-1	-1
68	0	3	4	860	1	-1	-1
68	0	3	5	355	0	-1	-1
68	0	4	0	895	0	-1	-1
68	0	4	1	1745	0	-1	-1
68	0	4	2	982	0	-1	-1
68	0	4	3	525	1	-1	-1
68	0	4	5	785	0	-1	-1
68	0	5	0	927	1	-1	-1
68	0	5	1	605	1	-1	-1
68	0	5	2	955	1	-1	-1
68	0	5	3	550	1	-1	-1
68	0	5	4	795	1	-1	-1
69	0	0	1	870	1	-1	-1
69	0	0	2	1913	1	-1	-1
69	0	0	3	682	1	-1	-1
69	0	0	4	1129	1	-1	-1
69	0	0	5	867	0	-1	-1
69	0	1	0	625	0	-1	-1
69	0	1	2	945	0	-1	-1
69	0	1	3	1445	1	-1	-1
69	0	1	4	1545	1	-1	-1
69	0	1	5	635	0	-1	-1
69	0	2	0	1231	0	-1	-1
69	0	2	1	1459	0	-1	-1
69	0	2	3	910	0	-1	-1
69	0	2	4	906	1	-1	-1
69	0	2	5	815	0	-1	-1
69	0	3	0	420	0	-1	-1
69	0	3	1	3000	-1	-1	-1
69	0	3	2	1105	1	-1	-1
69	0	3	4	860	1	-1	-1
69	0	3	5	465	0	-1	-1
69	0	4	0	895	0	-1	-1
69	0	4	1	1745	0	-1	-1
69	0	4	2	977	0	-1	-1
69	0	4	3	525	1	-1	-1
69	0	4	5	777	0	-1	-1
69	0	5	0	879	1	-1	-1
69	0	5	1	725	1	-1	-1
69	0	5	2	890	1	-1	-1
69	0	5	3	490	1	-1	-1
69	0	5	4	825	1	-1	-1
70	0	0	1	958	1	-1	-1
70	0	0	2	1919	1	-1	-1
70	0	0	3	405	1	-1	-1
70	0	0	4	1681	1	-1	-1
70	0	0	5	958	0	-1	-1
70	0	1	0	745	0	-1	-1
70	0	1	2	880	0	-1	-1
70	0	1	3	1445	1	-1	-1
70	0	1	4	2168	1	-1	-1
70	0	1	5	585	0	-1	-1
70	0	2	0	1328	0	-1	-1
70	0	2	1	1739	0	-1	-1
70	0	2	3	910	0	-1	-1
70	0	2	4	906	1	-1	-1
70	0	2	5	835	0	-1	-1
70	0	3	0	420	0	-1	-1
70	0	3	1	3000	-1	-1	-1
70	0	3	2	1079	1	-1	-1
70	0	3	4	860	1	-1	-1
70	0	3	5	485	0	-1	-1
70	0	4	0	895	0	-1	-1
70	0	4	1	1769	0	-1	-1
70	0	4	2	985	0	-1	-1
70	0	4	3	525	1	-1	-1
70	0	4	5	775	0	-1	-1
70	0	5	0	935	1	-1	-1
70	0	5	1	565	1	-1	-1
70	0	5	2	747	1	-1	-1
70	0	5	3	500	1	-1	-1
70	0	5	4	835	1	-1	-1
71	0	0	1	855	1	-1	-1
71	0	0	2	1915	1	-1	-1
71	0	0	3	465	1	-1	-1
71	0	0	4	1661	1	-1	-1
71	0	0	5	1151	0	-1	-1
71	0	1	0	550	0	-1	-1
71	0	1	2	1245	1	-1	-1
71	0	1	3	1445	1	-1	-1
71	0	1	4	2745	1	-1	-1
71	0	1	5	620	0	-1	-1
71	0	2	0	1316	0	-1	-1
71	0	2	1	876	0	-1	-1
71	0	2	3	975	0	-1	-1
71	0	2	4	906	1	-1	-1
71	0	2	5	914	0	-1	-1
71	0	3	0	390	0	-1	-1
71	0	3	1	3000	-1	-1	-1
71	0	3	2	1044	1	-1	-1
71	0	3	4	860	1	-1	-1
71	0	3	5	480	0	-1	-1
71	0	4	0	895	0	-1	-1
71	0	4	1	1745	0	-1	-1
71	0	4	2	977	0	-1	-1
71	0	4	3	525	1	-1	-1
71	0	4	5	835	0	-1	-1
71	0	5	0	1203	1	-1	-1
71	0	5	1	515	1	-1	-1
71	0	5	2	745	1	-1	-1
71	0	5	3	370	1	-1	-1
71	0	5	4	935	1	-1	-1
72	0	0	1	920	1	-1	-1
72	0	0	2	1909	1	-1	-1
72	0	0	3	390	1	-1	-1
72	0	0	4	1661	1	-1	-1
72	0	0	5	906	0	-1	-1
72	0	1	0	535	0	-1	-1
72	0	1	2	1415	1	-1	-1
72	0	1	3	1445	1	-1	-1
72	0	1	4	1726	1	-1	-1
72	0	1	5	695	0	-1	-1
72	0	2	0	1304	0	-1	-1
72	0	2	1	975	0	-1	-1
72	0	2	3	910	0	-1	-1
72	0	2	4	906	1	-1	-1
72	0	2	5	886	0	-1	-1
72	0	3	0	445	0	-1	-1
72	0	3	1	3000	-1	-1	-1
72	0	3	2	1215	0	-1	-1
72	0	3	4	860	1	-1	-1
72	0	3	5	535	0	-1	-1
72	0	4	0	895	0	-1	-1
72	0	4	1	1745	0	-1	-1
72	0	4	2	977	0	-1	-1
72	0	4	3	525	1	-1	-1
72	0	4	5	835	0	-1	-1
72	0	5	0	879	1	-1	-1
72	0	5	1	540	1	-1	-1
72	0	5	2	1004	1	-1	-1
72	0	5	3	555	1	-1	-1
