0	0	0	1	755	0	-1	-1
0	0	1	0	1215	0	-1	-1
1	0	0	1	755	0	-1	-1
1	0	1	0	1010	1	-1	-1
2	0	0	1	755	0	-1	-1
2	0	1	0	1215	0	-1	-1
3	0	0	1	755	0	-1	-1
3	0	1	0	1195	0	-1	-1
4	0	0	1	755	0	-1	-1
4	0	1	0	3000	-1	-1	-1
5	0	0	1	755	0	-1	-1
5	0	1	0	1170	0	-1	-1
6	0	0	1	755	0	-1	-1
6	0	1	0	1035	1	-1	-1
7	0	0	1	755	0	-1	-1
7	0	1	0	1180	1	-1	-1
8	0	0	1	755	0	-1	-1
8	0	1	0	3000	-1	-1	-1
9	0	0	1	755	0	-1	-1
9	0	1	0	1215	0	-1	-1
