0	0	0	1	630	1	-1	-1
0	0	1	0	635	1	-1	-1
1	0	0	1	675	1	-1	-1
1	0	1	0	635	1	-1	-1
2	0	0	1	690	1	-1	-1
2	0	1	0	635	1	-1	-1
3	0	0	1	680	1	-1	-1
3	0	1	0	635	1	-1	-1
4	0	0	1	680	1	-1	-1
4	0	1	0	635	1	-1	-1
5	0	0	1	670	1	-1	-1
5	0	1	0	635	1	-1	-1
6	0	0	1	595	1	-1	-1
6	0	1	0	635	1	-1	-1
7	0	0	1	630	1	-1	-1
7	0	1	0	635	1	-1	-1
8	0	0	1	640	1	-1	-1
8	0	1	0	635	1	-1	-1
9	0	0	1	670	1	-1	-1
9	0	1	0	635	1	-1	-1
