0	0	0	1	365	0	-1	-1
0	0	1	0	305	1	-1	-1
1	0	0	1	430	0	-1	-1
1	0	1	0	395	1	-1	-1
2	0	0	1	495	0	-1	-1
2	0	1	0	455	1	-1	-1
3	0	0	1	335	0	-1	-1
3	0	1	0	638	1	-1	-1
4	0	0	1	385	0	-1	-1
4	0	1	0	510	1	-1	-1
5	0	0	1	345	0	-1	-1
5	0	1	0	355	1	-1	-1
6	0	0	1	555	0	-1	-1
6	0	1	0	385	1	-1	-1
7	0	0	1	625	0	-1	-1
7	0	1	0	455	1	-1	-1
8	0	0	1	340	0	-1	-1
8	0	1	0	425	1	-1	-1
9	0	0	1	335	0	-1	-1
9	0	1	0	435	1	-1	-1
